,accuracy_train,accuracy_valid,f1_train,f1_valid,fold,precision_train,precision_valid,recall_train,recall_valid,shuffled
0,0.06896551724137931,0.04336468129571578,0.03796948068090076,0.024233224625035812,0,0.030025035063580036,0.019900629653387902,0.06896551724137931,0.04336468129571578,True
1,0.07628004179728318,0.0438871473354232,0.04325630461742706,0.022607610705801563,1,0.03607757618559235,0.016665812993494906,0.07628004179728318,0.0438871473354232,True
0,0.08202716823406478,0.045454545454545456,0.04776482456645435,0.025613750015284202,0,0.04473394803094556,0.02217985596283448,0.08202716823406478,0.045454545454545456,True
1,0.07628004179728318,0.04336468129571578,0.042205871277136583,0.02261595050544433,1,0.04031413137036083,0.020338092795283924,0.07628004179728318,0.04336468129571578,True
0,0.07105538140020899,0.0438871473354232,0.039911682301771785,0.02183207022996088,0,0.03246163430089661,0.016774069635746108,0.07105538140020899,0.0438871473354232,True
1,0.07575757575757576,0.03918495297805643,0.0479753031898409,0.02375080300688882,1,0.06045695412797976,0.018739487430500582,0.07575757575757576,0.03918495297805643,True
0,0.07523510971786834,0.04597701149425287,0.04824738734582936,0.024851500700670846,0,0.06360721560088393,0.02033606479939671,0.07523510971786834,0.04597701149425287,True
1,0.07210031347962383,0.03918495297805643,0.04366993114862529,0.022554486151444963,1,0.03486912238105447,0.018813285023559702,0.07210031347962383,0.03918495297805643,True
0,0.07105538140020899,0.0438871473354232,0.03833620698367751,0.025169070665872914,0,0.03285231282695713,0.023349310440428667,0.07105538140020899,0.0438871473354232,True
1,0.07575757575757576,0.0438871473354232,0.03774913343649019,0.018428226236859694,1,0.03627367164903172,0.016967033142612185,0.07575757575757576,0.0438871473354232,True
0,0.07366771159874608,0.04231974921630094,0.044466500940372966,0.0235185066296475,0,0.039984565261015785,0.022625196190052634,0.07366771159874608,0.04231974921630094,True
1,0.06896551724137931,0.04179728317659352,0.037419360346406756,0.022603630250990256,1,0.03131389534636149,0.020795761327630294,0.06896551724137931,0.04179728317659352,True
0,0.07628004179728318,0.051201671891327065,0.04368399419075078,0.02738416774355269,0,0.06050404915318757,0.020235001812579107,0.07628004179728318,0.051201671891327065,True
1,0.07732497387669801,0.05172413793103448,0.04579449340139749,0.02823503742350188,1,0.044462918051375845,0.022940591692265155,0.07732497387669801,0.05172413793103448,True
0,0.07366771159874608,0.03814002089864159,0.038641971225065096,0.01802067955808396,0,0.02943497521140206,0.01818915068751356,0.07366771159874608,0.03814002089864159,True
1,0.06948798328108673,0.045454545454545456,0.040240841775581,0.025008619429350884,1,0.05803271204363125,0.028419917116362037,0.06948798328108673,0.045454545454545456,True
0,0.07210031347962383,0.03970741901776385,0.03817639989754516,0.020942483772576112,0,0.040300425014080474,0.02582427071554603,0.07210031347962383,0.03970741901776385,True
1,0.0741901776384535,0.04231974921630094,0.04255558666984148,0.022528307143578986,1,0.03807029372667905,0.018669829822217602,0.0741901776384535,0.04231974921630094,True
0,0.07523510971786834,0.04963427377220481,0.04045240796112646,0.025438983008283095,0,0.03798758282901377,0.02663342074011235,0.07523510971786834,0.04963427377220481,True
1,0.0741901776384535,0.048589341692789965,0.044435527399987886,0.028616341166817705,1,0.0415491127035352,0.025640387856305413,0.0741901776384535,0.048589341692789965,True
0,0.08463949843260188,0.0438871473354232,0.04313712006355377,0.02058386328576365,0,0.034296127546773233,0.018631995809893123,0.08463949843260188,0.0438871473354232,True
1,0.07314524555903866,0.04493207941483804,0.04534112367890132,0.02405197722814056,1,0.0454932493280446,0.02469085746535441,0.07314524555903866,0.04493207941483804,True
0,0.06739811912225706,0.04075235109717868,0.04188169322727271,0.02464019943113044,0,0.03936486161821546,0.022896387130151803,0.06739811912225706,0.04075235109717868,True
1,0.07471264367816093,0.038662486938349006,0.0391242715428132,0.01834307021650838,1,0.06717979327694017,0.018868824043686575,0.07471264367816093,0.038662486938349006,True
