,accuracy_train,accuracy_valid,f1_train,f1_valid,fold,precision_train,precision_valid,recall_train,recall_valid,shuffled
1,0.07366771159874608,0.04597701149425287,0.04246234695074923,0.024075677703387456,1,0.04722515799303638,0.025350972805237692,0.07366771159874608,0.04597701149425287,True
0,0.06896551724137931,0.04649947753396029,0.04054096860836776,0.022592235328296736,0,0.03930054998630699,0.016759148540516244,0.06896551724137931,0.04649947753396029,True
1,0.07314524555903866,0.04649947753396029,0.03704098723854763,0.02386104343591643,1,0.051491492381036306,0.019468531054429132,0.07314524555903866,0.04649947753396029,True
0,0.07210031347962383,0.03761755485893417,0.04015732264514327,0.020799222384732356,0,0.03348322439202499,0.016314663205331294,0.07210031347962383,0.03761755485893417,True
1,0.07262277951933124,0.04493207941483804,0.03562196160113852,0.014971611157431598,1,0.04120831139740164,0.01350902343702213,0.07262277951933124,0.04493207941483804,True
0,0.06739811912225706,0.048589341692789965,0.03756075752077555,0.02565149151447394,0,0.03764809346190216,0.024357393150741435,0.06739811912225706,0.048589341692789965,True
1,0.07784743991640543,0.05381400208986416,0.044438841447235214,0.02845516950929042,1,0.04389067666544825,0.02195346577986987,0.07784743991640543,0.05381400208986416,True
0,0.07053291536050156,0.048589341692789965,0.03992119360704731,0.024061374775823454,0,0.049293565363980545,0.024730074673326153,0.07053291536050156,0.048589341692789965,True
1,0.07053291536050156,0.04597701149425287,0.0404452886467551,0.023317059313768426,1,0.03546873969099931,0.01955662576050025,0.07053291536050156,0.04597701149425287,True
0,0.07628004179728318,0.04231974921630094,0.04862790358999243,0.023302470964240866,0,0.04644392763844282,0.019375471279958055,0.07628004179728318,0.04231974921630094,True
1,0.07628004179728318,0.041274817136886105,0.04506852710340855,0.026795837512285772,1,0.04041237115881665,0.024396958505281074,0.07628004179728318,0.041274817136886105,True
0,0.0741901776384535,0.042842215256008356,0.039506085039337925,0.02610012951892697,0,0.03384493820706575,0.02584971080278121,0.0741901776384535,0.042842215256008356,True
1,0.08411703239289446,0.04493207941483804,0.051087889195805196,0.02499039554970072,1,0.05588448672743492,0.02777887529876191,0.08411703239289446,0.04493207941483804,True
0,0.07471264367816093,0.044409613375130615,0.040706333836590815,0.02209721099098774,0,0.03779338905745096,0.015852042680483756,0.07471264367816093,0.044409613375130615,True
1,0.08202716823406478,0.04493207941483804,0.04871620340101284,0.02346512751797657,1,0.05250618820914588,0.022712885478376278,0.08202716823406478,0.04493207941483804,True
0,0.07157784743991641,0.048589341692789965,0.042112574899822,0.025329295632207132,0,0.041561816269417136,0.0183340493847117,0.07157784743991641,0.048589341692789965,True
1,0.06844305120167189,0.0438871473354232,0.0388826691994894,0.023233502412139156,1,0.03996907963094814,0.019319897882610727,0.06844305120167189,0.0438871473354232,True
0,0.07732497387669801,0.03814002089864159,0.03890750807228076,0.016877395894135797,0,0.03767294991072281,0.013028502456605306,0.07732497387669801,0.03814002089864159,True
1,0.06844305120167189,0.04806687565308255,0.03452602498979749,0.025953120409312837,1,0.027574422272961866,0.0208393268815714,0.06844305120167189,0.04806687565308255,True
0,0.0768025078369906,0.048589341692789965,0.04167526114827623,0.02417949150785679,0,0.044982779072331856,0.01985617831272066,0.0768025078369906,0.048589341692789965,True
1,0.0768025078369906,0.042842215256008356,0.04763715674189535,0.02454292139352632,1,0.043501158299190414,0.02038249902022566,0.0768025078369906,0.042842215256008356,True
0,0.07366771159874608,0.044409613375130615,0.0373798912015473,0.020537534515000375,0,0.03810699234400188,0.014025798294055338,0.07366771159874608,0.044409613375130615,True
1,0.0768025078369906,0.04493207941483804,0.041336053530128515,0.0234698114723862,1,0.035685694554035155,0.021444437251919517,0.0768025078369906,0.04493207941483804,True
0,0.07262277951933124,0.040229885057471264,0.04317817683239018,0.02115887660730532,0,0.054473051854468386,0.01760984942374287,0.07262277951933124,0.040229885057471264,True
1,0.0741901776384535,0.04806687565308255,0.04248750096423464,0.02712817239010261,1,0.039466968682066915,0.02403437020641897,0.0741901776384535,0.04806687565308255,True
0,0.07314524555903866,0.04806687565308255,0.03957812521766271,0.026988357784253857,0,0.04207638032133859,0.024407555260727486,0.07314524555903866,0.04806687565308255,True
1,0.07523510971786834,0.044409613375130615,0.04476089437006648,0.024271105470812154,1,0.042088280706283246,0.026188660577527795,0.07523510971786834,0.044409613375130615,True
0,0.07628004179728318,0.04754440961337513,0.04614495036387489,0.026216948261053766,0,0.05006243257605259,0.02250814058497799,0.07628004179728318,0.04754440961337513,True
1,0.0794148380355277,0.048589341692789965,0.04091166817115815,0.020146850530376324,1,0.04144317489514359,0.018325191567951683,0.0794148380355277,0.048589341692789965,True
0,0.07471264367816093,0.045454545454545456,0.04037142193544265,0.021071618729361183,0,0.05293649206458494,0.01668236783271787,0.07471264367816093,0.045454545454545456,True
1,0.08359456635318704,0.03500522466039707,0.04809986555670292,0.01895002225713951,1,0.04216382330876348,0.020185158469219353,0.08359456635318704,0.03500522466039707,True
0,0.07262277951933124,0.041274817136886105,0.038738573420358316,0.01982540642904214,0,0.042136382109126014,0.01964067957497112,0.07262277951933124,0.041274817136886105,True
1,0.07889237199582028,0.04806687565308255,0.05035961043683255,0.026767577987480286,1,0.05971407719339556,0.02286892299955868,0.07889237199582028,0.04806687565308255,True
0,0.07575757575757576,0.04649947753396029,0.04460440605187619,0.024912391139085905,0,0.04393100282973908,0.020124797014139394,0.07575757575757576,0.04649947753396029,True
1,0.07889237199582028,0.04231974921630094,0.04852978553825911,0.02332818195974888,1,0.05201512808345697,0.017311126322853674,0.07889237199582028,0.04231974921630094,True
0,0.0794148380355277,0.04649947753396029,0.04891876515088575,0.025566243076619408,0,0.05095816087964058,0.02135575423283303,0.0794148380355277,0.04649947753396029,True
1,0.07210031347962383,0.04179728317659352,0.04227522457363463,0.024653614977561755,1,0.04529799140857664,0.02410670709479674,0.07210031347962383,0.04179728317659352,True
0,0.07575757575757576,0.0522466039707419,0.044721672764482814,0.02866108646518506,0,0.06483821294782957,0.03359138360377303,0.07575757575757576,0.0522466039707419,True
1,0.07889237199582028,0.04075235109717868,0.04170317403725362,0.021453895604179863,1,0.046076827048579516,0.01717195154624917,0.07889237199582028,0.04075235109717868,True
0,0.07732497387669801,0.04231974921630094,0.04243554867659032,0.0207447375255406,0,0.03544681237902617,0.01516666135940775,0.07732497387669801,0.04231974921630094,True
1,0.07210031347962383,0.050156739811912224,0.04324550285567127,0.028490694013133432,1,0.03547751587478729,0.022890287763179994,0.07210031347962383,0.050156739811912224,True
0,0.07732497387669801,0.03709508881922675,0.045467436044264724,0.021450635614286617,0,0.0366664023281316,0.018600367020029374,0.07732497387669801,0.03709508881922675,True
1,0.07157784743991641,0.04754440961337513,0.04089452765908886,0.02405186743305183,1,0.036034793499050075,0.01938950352411164,0.07157784743991641,0.04754440961337513,True
0,0.07732497387669801,0.04231974921630094,0.047638801964595585,0.025514807374445902,0,0.04103524909988865,0.019707753075267283,0.07732497387669801,0.04231974921630094,True
1,0.07210031347962383,0.045454545454545456,0.038392503871598656,0.023295620371478643,1,0.031433319270392425,0.018995253263562325,0.07210031347962383,0.045454545454545456,True
0,0.07889237199582028,0.04336468129571578,0.0376851627333198,0.019884940873581915,0,0.030480416960476098,0.016879245189196063,0.07889237199582028,0.04336468129571578,True
1,0.07210031347962383,0.04963427377220481,0.04117290867241547,0.030699322864328017,1,0.0725885324954278,0.030177754774481994,0.07210031347962383,0.04963427377220481,True
0,0.06583072100313479,0.04911180773249739,0.034323016546140346,0.029733543918282902,0,0.04103473426152242,0.02719266782875535,0.06583072100313479,0.04911180773249739,True
1,0.08045977011494253,0.04336468129571578,0.046261177957443056,0.02180718275620413,1,0.038278350557869024,0.017987231669936172,0.08045977011494253,0.04336468129571578,True
0,0.08254963427377221,0.040229885057471264,0.047378021180207223,0.019559384929979173,0,0.041428651384266615,0.02436927777011701,0.08254963427377221,0.040229885057471264,True
1,0.08254963427377221,0.04336468129571578,0.04381420747868617,0.022063106451854428,1,0.03518308747905475,0.02146916780892374,0.08254963427377221,0.04336468129571578,True
0,0.07314524555903866,0.047021943573667714,0.04379399404650019,0.024085728418493196,0,0.04066536598499587,0.018596241233562866,0.07314524555903866,0.047021943573667714,True
1,0.06844305120167189,0.04806687565308255,0.033797390035623126,0.0205384283908671,1,0.026818310843055145,0.015286543550369534,0.06844305120167189,0.04806687565308255,True
0,0.07210031347962383,0.04806687565308255,0.04693296764660983,0.027647958771565617,0,0.0421971410948611,0.02672989534394035,0.07210031347962383,0.04806687565308255,True
1,0.0768025078369906,0.04231974921630094,0.04301398533424268,0.023232856574772788,1,0.034544764308613654,0.0175245339232352,0.0768025078369906,0.04231974921630094,True
0,0.07784743991640543,0.04806687565308255,0.042989433121848,0.024114873033117292,0,0.036274409865799,0.01948574917754126,0.07784743991640543,0.04806687565308255,True
1,0.07575757575757576,0.0438871473354232,0.04470644211324532,0.023850690076609594,1,0.037380579410844175,0.019589200944997946,0.07575757575757576,0.0438871473354232,True
0,0.07314524555903866,0.04754440961337513,0.03950445861912778,0.023607634316129028,0,0.03797866290568397,0.022308155910985537,0.07314524555903866,0.04754440961337513,True
1,0.07523510971786834,0.03657262277951933,0.04012572538164752,0.016458696497178363,1,0.0893494760925979,0.016507545734888322,0.07523510971786834,0.03657262277951933,True
0,0.07732497387669801,0.042842215256008356,0.049747898585919575,0.02638581094914588,0,0.04134630237431344,0.020781901739057494,0.07732497387669801,0.042842215256008356,True
1,0.06896551724137931,0.04336468129571578,0.03980604517284264,0.02325097497260193,1,0.03520965961377039,0.05416536091120423,0.06896551724137931,0.04336468129571578,True
0,0.0794148380355277,0.038662486938349006,0.04289009374448324,0.019193415723633374,0,0.043567393032978255,0.02281057378468028,0.0794148380355277,0.038662486938349006,True
1,0.07471264367816093,0.03657262277951933,0.04026669348250139,0.01803498703264629,1,0.06492305535752897,0.014985612620578627,0.07471264367816093,0.03657262277951933,True
0,0.07262277951933124,0.047021943573667714,0.03931435619453706,0.027242385456279092,0,0.032187376495106446,0.025318774397637255,0.07262277951933124,0.047021943573667714,True
1,0.07471264367816093,0.04179728317659352,0.04285582500509633,0.02093923541859139,1,0.03575402835677841,0.016707930961031407,0.07471264367816093,0.04179728317659352,True
0,0.07366771159874608,0.04963427377220481,0.04080990637983461,0.026843121839552148,0,0.03162320858783759,0.0284696629305484,0.07366771159874608,0.04963427377220481,True
1,0.0768025078369906,0.047021943573667714,0.0361635172768535,0.022391855595301928,1,0.03220910348302416,0.025596378038498284,0.0768025078369906,0.047021943573667714,True
0,0.08254963427377221,0.04597701149425287,0.04426525367988051,0.024183743971044093,0,0.03433351848052893,0.021327280171236935,0.08254963427377221,0.04597701149425287,True
1,0.06321839080459771,0.04649947753396029,0.0320180605306183,0.025927771405927558,1,0.02366212915571706,0.020093508436585136,0.06321839080459771,0.04649947753396029,True
0,0.07001044932079414,0.042842215256008356,0.046526894268432886,0.024505281901419644,0,0.06702078863383201,0.021912874130869415,0.07001044932079414,0.042842215256008356,True
1,0.07836990595611286,0.03761755485893417,0.04824832841871994,0.021366102124733145,1,0.04387415911107689,0.017354461717152953,0.07836990595611286,0.03761755485893417,True
0,0.08411703239289446,0.041274817136886105,0.04993089575897812,0.022808168565741745,0,0.04114047688804756,0.01738466910991339,0.08411703239289446,0.041274817136886105,True
1,0.07314524555903866,0.04649947753396029,0.03987625019385147,0.02236233403881932,1,0.03456562791032064,0.018569165448109215,0.07314524555903866,0.04649947753396029,True
0,0.07471264367816093,0.04754440961337513,0.04539926070291084,0.02865024217296833,0,0.03767910045923998,0.02399876492184119,0.07471264367816093,0.04754440961337513,True
1,0.07784743991640543,0.03918495297805643,0.045590656300615234,0.02125890950289198,1,0.04452431826873718,0.016901387305681914,0.07784743991640543,0.03918495297805643,True
0,0.07523510971786834,0.04597701149425287,0.03979482279386782,0.025403638669628154,0,0.04264333912933076,0.02642342263253697,0.07523510971786834,0.04597701149425287,True
1,0.0741901776384535,0.044409613375130615,0.04811830036821256,0.026940105076864316,1,0.05712013409804634,0.025713467026335843,0.0741901776384535,0.044409613375130615,True
0,0.0851619644723093,0.042842215256008356,0.05178298443179549,0.028041589714481754,0,0.05594764498498025,0.046979621337861786,0.0851619644723093,0.042842215256008356,True
1,0.07732497387669801,0.040229885057471264,0.03791949275626883,0.017562931317219754,1,0.03555109656581857,0.02044142572257682,0.07732497387669801,0.040229885057471264,True
0,0.07889237199582028,0.04179728317659352,0.039741669124484756,0.017786015519850113,0,0.03898586104616089,0.014297277051989278,0.07889237199582028,0.04179728317659352,True
1,0.07366771159874608,0.04597701149425287,0.0424830344853196,0.025957198020629034,1,0.04054303774997264,0.025025357295214865,0.07366771159874608,0.04597701149425287,True
0,0.07366771159874608,0.045454545454545456,0.040293073327329114,0.02393802342318615,0,0.049836209016271935,0.022771928052928797,0.07366771159874608,0.045454545454545456,True
1,0.07784743991640543,0.038662486938349006,0.03866562624121066,0.015406310742046929,1,0.047748998966997476,0.018817233627103223,0.07784743991640543,0.038662486938349006,True
0,0.07471264367816093,0.044409613375130615,0.043095348314985175,0.02618292059465503,0,0.036273631312490895,0.02390647800920222,0.07471264367816093,0.044409613375130615,True
1,0.07836990595611286,0.03918495297805643,0.04102306211854838,0.020519130997271925,1,0.03710287222441088,0.021830586311597084,0.07836990595611286,0.03918495297805643,True
0,0.08463949843260188,0.04911180773249739,0.041349336294861386,0.02296234527884205,0,0.03686398962692534,0.0196145772678035,0.08463949843260188,0.04911180773249739,True
1,0.07889237199582028,0.04754440961337513,0.0449620182504672,0.02645376967549258,1,0.04357576450568999,0.026556674924157968,0.07889237199582028,0.04754440961337513,True
0,0.07157784743991641,0.03970741901776385,0.041546680939683285,0.02006879302640292,0,0.03803045019537783,0.015741147806985944,0.07157784743991641,0.03970741901776385,True
1,0.07628004179728318,0.04231974921630094,0.039205121440412175,0.021557052266894552,1,0.032270405350921995,0.02004739361274238,0.07628004179728318,0.04231974921630094,True
0,0.08359456635318704,0.050156739811912224,0.04575326596886101,0.026664064531886605,0,0.038917194469411824,0.024256072290518058,0.08359456635318704,0.050156739811912224,True
1,0.08150470219435736,0.04806687565308255,0.05025446406793587,0.027683483161077296,1,0.04996915560808001,0.024166465745114343,0.08150470219435736,0.04806687565308255,True
0,0.06687565308254964,0.04336468129571578,0.03531475749671029,0.019580434711542843,0,0.06151216020799284,0.01620772045511335,0.06687565308254964,0.04336468129571578,True
1,0.07993730407523511,0.04754440961337513,0.04942863101235727,0.030739795606052625,1,0.042440862346911364,0.02617408726807492,0.07993730407523511,0.04754440961337513,True
0,0.0768025078369906,0.042842215256008356,0.03437785305324678,0.020099325333377535,0,0.03730650467394147,0.02764790907177075,0.0768025078369906,0.042842215256008356,True
1,0.07366771159874608,0.04649947753396029,0.03842488542419089,0.022123848631735308,1,0.03386882000073109,0.020491439484861835,0.07366771159874608,0.04649947753396029,True
0,0.07732497387669801,0.04493207941483804,0.048913091125501594,0.0286055077626595,0,0.04684190517045393,0.029226888464382893,0.07732497387669801,0.04493207941483804,True
1,0.06896551724137931,0.04179728317659352,0.03806745295504174,0.021680804866024403,1,0.05348355912905494,0.02969559499466182,0.06896551724137931,0.04179728317659352,True
0,0.07628004179728318,0.040229885057471264,0.046787378218702484,0.023907322639918304,0,0.045979864711845585,0.01844962887086697,0.07628004179728318,0.040229885057471264,True
1,0.07836990595611286,0.0438871473354232,0.04538387065727397,0.019743630151462157,1,0.061323847587435816,0.01482208804564453,0.07836990595611286,0.0438871473354232,True
0,0.06635318704284221,0.044409613375130615,0.03768472580008642,0.02101219248793088,0,0.034699766902573925,0.01908405819205803,0.06635318704284221,0.044409613375130615,True
1,0.08672936259143156,0.044409613375130615,0.05202928845568842,0.02373939298790161,1,0.050688406670572554,0.02769642873026586,0.08672936259143156,0.044409613375130615,True
0,0.07157784743991641,0.04075235109717868,0.039841731193750424,0.024995998128735424,0,0.030249228205283574,0.020144689143655338,0.07157784743991641,0.04075235109717868,True
1,0.07836990595611286,0.041274817136886105,0.040757833142571476,0.02036520045811105,1,0.04003562718551011,0.01838752874702814,0.07836990595611286,0.041274817136886105,True
0,0.07314524555903866,0.04754440961337513,0.03903490172481871,0.02552028528714728,0,0.03051680109601084,0.020571590245303462,0.07314524555903866,0.04754440961337513,True
1,0.07732497387669801,0.04493207941483804,0.04271131072754452,0.01987896687907296,1,0.05201157608956853,0.015836631187188675,0.07732497387669801,0.04493207941483804,True
0,0.07471264367816093,0.042842215256008356,0.042484787244333605,0.0230654454602684,0,0.0363089368216075,0.02005374243694124,0.07471264367816093,0.042842215256008356,True
1,0.07732497387669801,0.047021943573667714,0.0484919871887268,0.025198236464695403,1,0.08240238106717859,0.023608309557655367,0.07732497387669801,0.047021943573667714,True
0,0.07210031347962383,0.03343782654127482,0.04351662834274303,0.020024390340476917,0,0.0347610213384987,0.018625280518605503,0.07210031347962383,0.03343782654127482,True
1,0.07210031347962383,0.041274817136886105,0.042971046358127755,0.02285258080523424,1,0.038142504308605975,0.022789981162617427,0.07210031347962383,0.041274817136886105,True
0,0.08463949843260188,0.04179728317659352,0.04193593827654495,0.018057335604961835,0,0.03252282319575788,0.01397451912847651,0.08463949843260188,0.04179728317659352,True
1,0.06739811912225706,0.041274817136886105,0.037674003130186505,0.020325936784704183,1,0.04229426646732837,0.02821696445312758,0.06739811912225706,0.041274817136886105,True
0,0.07575757575757576,0.05172413793103448,0.03840247955673835,0.02351527623935448,0,0.033322132457079094,0.023392608006511474,0.07575757575757576,0.05172413793103448,True
1,0.0877742946708464,0.04754440961337513,0.055218789988686304,0.027935839504804723,1,0.05399319366091011,0.02107468743878185,0.0877742946708464,0.04754440961337513,True
0,0.07210031347962383,0.0438871473354232,0.036426099248221815,0.02497334184976461,0,0.06557258265265194,0.02869633895653236,0.07210031347962383,0.0438871473354232,True
1,0.0851619644723093,0.04754440961337513,0.04761781756964704,0.02506665495953807,1,0.04209311421451481,0.02370196876037626,0.0851619644723093,0.04754440961337513,True
0,0.08045977011494253,0.051201671891327065,0.04197670558087042,0.027127348130417027,0,0.03424750809618899,0.023050868235985105,0.08045977011494253,0.051201671891327065,True
1,0.08150470219435736,0.04649947753396029,0.0439100908925144,0.02481442206504977,1,0.03581673147612364,0.02312798351439049,0.08150470219435736,0.04649947753396029,True
0,0.07157784743991641,0.04336468129571578,0.034219288191491753,0.018804348157735806,0,0.04057592873545264,0.021236326464999705,0.07157784743991641,0.04336468129571578,True
1,0.08098223615464994,0.044409613375130615,0.04408414684256137,0.019741083263651347,1,0.08715090735660853,0.015055886601713617,0.08098223615464994,0.044409613375130615,True
0,0.08307210031347963,0.04075235109717868,0.049319945691515,0.022010991951836086,0,0.05262626941834947,0.0203988812652015,0.08307210031347963,0.04075235109717868,True
1,0.08098223615464994,0.04179728317659352,0.043122396581663974,0.020513189355670404,1,0.037805692110046286,0.02171510914513454,0.08098223615464994,0.04179728317659352,True
0,0.07575757575757576,0.04754440961337513,0.03773252000901034,0.02379235775134437,0,0.029177515261473573,0.03814204233830011,0.07575757575757576,0.04754440961337513,True
1,0.07105538140020899,0.04754440961337513,0.04429853617525229,0.02657839137009673,1,0.049586749374163186,0.0270678748258926,0.07105538140020899,0.04754440961337513,True
0,0.0794148380355277,0.03970741901776385,0.04360627549628334,0.02389382290716014,0,0.03742785703668264,0.02148446528744816,0.0794148380355277,0.03970741901776385,True
1,0.08307210031347963,0.038662486938349006,0.04619173084283055,0.023238825604529993,1,0.03851103638539027,0.021780435174452085,0.08307210031347963,0.038662486938349006,True
0,0.07836990595611286,0.045454545454545456,0.04532593305145394,0.02659189688189903,0,0.05787035246280904,0.027721961818490397,0.07836990595611286,0.045454545454545456,True
1,0.07784743991640543,0.03657262277951933,0.0444946480744642,0.018882656852593493,1,0.03847854051346773,0.02160310202194516,0.07784743991640543,0.03657262277951933,True
0,0.06583072100313479,0.038662486938349006,0.036847627097435005,0.01930009854105338,0,0.04277562117923655,0.017582453669926692,0.06583072100313479,0.038662486938349006,True
1,0.08045977011494253,0.029780564263322883,0.041555610546873095,0.014488912013192315,1,0.03288188341005771,0.01468502646138454,0.08045977011494253,0.029780564263322883,True
0,0.0768025078369906,0.04179728317659352,0.04509681119827496,0.024228037354489213,0,0.03637331604703741,0.018621925932972263,0.0768025078369906,0.04179728317659352,True
1,0.07836990595611286,0.04336468129571578,0.04804375294398947,0.02043795608486389,1,0.07788877522263564,0.017235718212979548,0.07836990595611286,0.04336468129571578,True
0,0.07262277951933124,0.047021943573667714,0.043751669253223824,0.023294836049088972,0,0.038368214656121974,0.016722710732733532,0.07262277951933124,0.047021943573667714,True
1,0.07523510971786834,0.04754440961337513,0.04269550856223462,0.026417505142431956,1,0.038808414362870594,0.034375686332835484,0.07523510971786834,0.04754440961337513,True
0,0.06530825496342738,0.03343782654127482,0.03896168345124085,0.018658576347224697,0,0.03312473721009097,0.013948846533187223,0.06530825496342738,0.03343782654127482,True
1,0.08254963427377221,0.04075235109717868,0.04309820904454858,0.02047523798680979,1,0.044557926729795666,0.024984800323740355,0.08254963427377221,0.04075235109717868,True
0,0.0794148380355277,0.0522466039707419,0.04665745785866947,0.02913349514780234,0,0.04044498968982224,0.023274636114642252,0.0794148380355277,0.0522466039707419,True
1,0.06792058516196448,0.03657262277951933,0.04230303654444772,0.02250592804012753,1,0.03853315057003486,0.020501033925206566,0.06792058516196448,0.03657262277951933,True
0,0.06948798328108673,0.047021943573667714,0.03879972825330743,0.027396788047544147,0,0.034397282742666416,0.04665868137223482,0.06948798328108673,0.047021943573667714,True
1,0.07262277951933124,0.04649947753396029,0.04040702254603509,0.023133721803204676,1,0.03786372303909139,0.020391796197868867,0.07262277951933124,0.04649947753396029,True
0,0.07210031347962383,0.05276907001044932,0.04090658737395345,0.03042505444316223,0,0.031885875632453466,0.02856717856459855,0.07210031347962383,0.05276907001044932,True
1,0.0741901776384535,0.04649947753396029,0.04183056184457103,0.027281393042857646,1,0.038845082650778066,0.0239519781809017,0.0741901776384535,0.04649947753396029,True
0,0.0794148380355277,0.04806687565308255,0.040685064307048206,0.02137510569340559,0,0.03344805002164851,0.015139651756164984,0.0794148380355277,0.04806687565308255,True
1,0.07628004179728318,0.04649947753396029,0.0482546151112967,0.02804034669403034,1,0.04206001826231592,0.024993685368543732,0.07628004179728318,0.04649947753396029,True
0,0.0794148380355277,0.04493207941483804,0.0437170850490342,0.022552084679671385,0,0.0374964284935354,0.017677952348729382,0.0794148380355277,0.04493207941483804,True
1,0.0741901776384535,0.04806687565308255,0.034968755874994054,0.022548751782647106,1,0.03174279482797552,0.03761897647851811,0.0741901776384535,0.04806687565308255,True
0,0.06635318704284221,0.04231974921630094,0.039185858101235566,0.023316521621796992,0,0.04800752286195752,0.020521852856317174,0.06635318704284221,0.04231974921630094,True
1,0.0794148380355277,0.04336468129571578,0.04447729955266972,0.02189662865016119,1,0.0390000696782842,0.020675636655406594,0.0794148380355277,0.04336468129571578,True
0,0.07210031347962383,0.044409613375130615,0.040349864323976886,0.02437272021099033,0,0.032775450586080064,0.019742005081102947,0.07210031347962383,0.044409613375130615,True
1,0.07628004179728318,0.047021943573667714,0.04373547986134078,0.029797643682962043,1,0.038711955876580564,0.026416854551928062,0.07628004179728318,0.047021943573667714,True
0,0.07836990595611286,0.05172413793103448,0.04629231539869171,0.029891887313128064,0,0.04107252890505201,0.02742729010396794,0.07836990595611286,0.05172413793103448,True
1,0.07889237199582028,0.04806687565308255,0.045712378497625286,0.027600784954153697,1,0.038788520693665875,0.028903310039392036,0.07889237199582028,0.04806687565308255,True
