,accuracy_train,accuracy_valid,f1_train,f1_valid,fold,precision_train,precision_valid,recall_train,recall_valid,shuffled,component
0,0.10292580982236155,0.03814002089864159,0.07152924340415966,0.027512880928184515,0,0.10047352408610208,0.0369006152090349,0.10292580982236155,0.03814002089864159,True,onset
1,0.10240334378265413,0.03709508881922675,0.07334486214851864,0.023382010024929133,1,0.09650283562014501,0.02859985194263647,0.10240334378265413,0.03709508881922675,True,onset
0,0.10553814002089865,0.03970741901776385,0.07362142573946824,0.027547397525007077,0,0.06265457337258938,0.02240809699278633,0.10553814002089865,0.03970741901776385,True,onset
1,0.10815047021943573,0.03605015673981191,0.07047407326269318,0.020915327839434786,1,0.06859956255166758,0.01762720441911033,0.10815047021943573,0.03605015673981191,True,onset
0,0.09717868338557993,0.0438871473354232,0.06486191767095116,0.02804972640183801,0,0.09838320133544101,0.05067005343768235,0.09717868338557993,0.0438871473354232,True,onset
1,0.09561128526645768,0.038662486938349006,0.06531464119992975,0.025185725191854167,1,0.07536418619884182,0.025395498279383262,0.09561128526645768,0.038662486938349006,True,onset
0,0.11285266457680251,0.03605015673981191,0.08120656205486496,0.02294203673861453,0,0.08373354804994414,0.03151112925910222,0.11285266457680251,0.03605015673981191,True,onset
1,0.09926854754440961,0.03500522466039707,0.07048191233017005,0.022991701760797772,1,0.11024254541645967,0.018560528445258198,0.09926854754440961,0.03500522466039707,True,onset
0,0.09195402298850575,0.04649947753396029,0.062158702336197746,0.024584844796901248,0,0.08049647395648793,0.03175560307362685,0.09195402298850575,0.04649947753396029,True,onset
1,0.10292580982236155,0.0438871473354232,0.0703144049652607,0.02935156881246429,1,0.06135124800779684,0.023836599838123574,0.10292580982236155,0.0438871473354232,True,onset
0,0.0877742946708464,0.04179728317659352,0.060553870786485914,0.025179881944907535,0,0.07801919263881968,0.01936760113998006,0.0877742946708464,0.04179728317659352,True,onset
1,0.09247648902821316,0.04493207941483804,0.06268105960745855,0.027518701407192658,1,0.0639158483395851,0.024265817853423167,0.09247648902821316,0.04493207941483804,True,onset
0,0.10240334378265413,0.051201671891327065,0.06565720517960018,0.03243406876801914,0,0.0839063903209819,0.02804409302317782,0.10240334378265413,0.051201671891327065,True,onset
1,0.10292580982236155,0.04597701149425287,0.07257239093582436,0.02764655853072927,1,0.09499757400685654,0.023844073986840467,0.10292580982236155,0.04597701149425287,True,onset
0,0.10658307210031348,0.04493207941483804,0.07025511655335266,0.022925842475216698,0,0.06711932286800584,0.017415829876024837,0.10658307210031348,0.04493207941483804,True,onset
1,0.09247648902821316,0.05067920585161965,0.06654229220473973,0.03165678357480529,1,0.0892664431627167,0.031119815773248675,0.09247648902821316,0.05067920585161965,True,onset
0,0.1013584117032393,0.045454545454545456,0.06571042767916335,0.029460298261336858,0,0.08682922945997137,0.04373455637720319,0.1013584117032393,0.045454545454545456,True,onset
1,0.1013584117032393,0.03605015673981191,0.06701476396088113,0.021945408640911046,1,0.0638528917564354,0.020437415435218643,0.1013584117032393,0.03605015673981191,True,onset
0,0.1071055381400209,0.04231974921630094,0.07766500331807698,0.02808765327470966,0,0.09137066040862322,0.023793831137885416,0.1071055381400209,0.04231974921630094,True,onset
1,0.09717868338557993,0.03761755485893417,0.06548428672344354,0.02036421763064354,1,0.11117688529296986,0.017145754157854336,0.09717868338557993,0.03761755485893417,True,onset
0,0.08881922675026123,0.03814002089864159,0.06035829776641508,0.02310506923506743,0,0.06758327630986098,0.028038453975072698,0.08881922675026123,0.03814002089864159,True,onset
1,0.09665621734587251,0.047021943573667714,0.06127877736865741,0.02962810639581728,1,0.07226723187592726,0.033512319009234307,0.09665621734587251,0.047021943573667714,True,onset
0,0.10344827586206896,0.03761755485893417,0.07347826272536889,0.023617902195795026,0,0.09668646125813891,0.024647356076667522,0.10344827586206896,0.03761755485893417,True,onset
1,0.10344827586206896,0.03605015673981191,0.06890875019587284,0.02302043523369918,1,0.08335358438435127,0.01948212848041734,0.10344827586206896,0.03605015673981191,True,onset
0,0.09143155694879833,0.04493207941483804,0.06175843713267541,0.029244008589049856,0,0.06734036978703607,0.03435661117771653,0.09143155694879833,0.04493207941483804,True,onset
1,0.10919540229885058,0.041274817136886105,0.07066365878083329,0.021850094171855187,1,0.11114448063056989,0.01913866849527851,0.10919540229885058,0.041274817136886105,True,onset
0,0.10553814002089865,0.04597701149425287,0.07411364201067218,0.028822013723081654,0,0.10029350945074193,0.025559044586923683,0.10553814002089865,0.04597701149425287,True,onset
1,0.1044932079414838,0.0438871473354232,0.07395080636185668,0.032724268299867874,1,0.07429086700263446,0.03392210559647654,0.1044932079414838,0.0438871473354232,True,onset
0,0.09926854754440961,0.047021943573667714,0.06556331725300989,0.027566817618837697,0,0.07157318807824643,0.02260355211900867,0.09926854754440961,0.047021943573667714,True,onset
1,0.0987460815047022,0.047021943573667714,0.07054297339779175,0.031160305450448643,1,0.07538906674081915,0.03140222579168885,0.0987460815047022,0.047021943573667714,True,onset
0,0.09299895506792058,0.04493207941483804,0.06063387749126121,0.0286278092703692,0,0.060768901839039484,0.02286634869928227,0.09299895506792058,0.04493207941483804,True,onset
1,0.09404388714733543,0.03918495297805643,0.06336344729143562,0.024686681164543856,1,0.08346693091644963,0.02225397135456674,0.09404388714733543,0.03918495297805643,True,onset
0,0.09717868338557993,0.03970741901776385,0.06659900263237963,0.026409316583076367,0,0.0837435201572575,0.02303530291650454,0.09717868338557993,0.03970741901776385,True,onset
1,0.10762800417972831,0.04493207941483804,0.07824887275878992,0.029279353537916542,1,0.08721134972664706,0.024369707555275087,0.10762800417972831,0.04493207941483804,True,onset
0,0.10031347962382445,0.0438871473354232,0.06571259194292808,0.026628868335882995,0,0.07825781020566305,0.0275751431001667,0.10031347962382445,0.0438871473354232,True,onset
1,0.09926854754440961,0.04075235109717868,0.06606920903763407,0.023482944312049784,1,0.07212359924201217,0.01978652835033407,0.09926854754440961,0.04075235109717868,True,onset
0,0.109717868338558,0.04963427377220481,0.07638408500562112,0.029681168909158624,0,0.09129939136868079,0.03155093893153569,0.109717868338558,0.04963427377220481,True,onset
1,0.10658307210031348,0.04649947753396029,0.07520206817056309,0.030550758049696116,1,0.1131976786163535,0.026273453433983036,0.10658307210031348,0.04649947753396029,True,onset
0,0.1013584117032393,0.04075235109717868,0.07114575832312263,0.022685717570377042,0,0.08710690435090147,0.019420110964762642,0.1013584117032393,0.04075235109717868,True,onset
1,0.10397074190177638,0.04075235109717868,0.0740885293656169,0.026419883006736797,1,0.08628472364244619,0.023163683882680135,0.10397074190177638,0.04075235109717868,True,onset
0,0.0903866248693835,0.04179728317659352,0.06048991288840739,0.02489626205559449,0,0.08716818483708265,0.026415171533015338,0.0903866248693835,0.04179728317659352,True,onset
1,0.10606060606060606,0.040229885057471264,0.07512993573980048,0.0279636670414136,1,0.08153822010263195,0.027500678416392272,0.10606060606060606,0.040229885057471264,True,onset
0,0.0903866248693835,0.040229885057471264,0.06423947884415981,0.02299666276841364,0,0.1084644293868251,0.026904010426549014,0.0903866248693835,0.040229885057471264,True,onset
1,0.09926854754440961,0.05067920585161965,0.06888239349269418,0.029282537268517605,1,0.07612853988726907,0.024320953231932632,0.09926854754440961,0.05067920585161965,True,onset
0,0.11285266457680251,0.040229885057471264,0.0767906169912366,0.026335696987166056,0,0.08340605282793126,0.024972111853620027,0.11285266457680251,0.040229885057471264,True,onset
1,0.10658307210031348,0.04231974921630094,0.07834451251594081,0.028214979585345593,1,0.08224518904926337,0.02339303050646386,0.10658307210031348,0.04231974921630094,True,onset
0,0.09247648902821316,0.04075235109717868,0.06781089155166543,0.030003728557243155,0,0.06610084920860938,0.034701590406445215,0.09247648902821316,0.04075235109717868,True,onset
1,0.09770114942528736,0.04231974921630094,0.06994004070902592,0.02631874816574433,1,0.11036258044890208,0.023924172663896036,0.09770114942528736,0.04231974921630094,True,onset
0,0.09456635318704285,0.044409613375130615,0.06587811185574703,0.028732207328400417,0,0.0852343027942819,0.028437586982174017,0.09456635318704285,0.044409613375130615,True,onset
1,0.09822361546499478,0.04336468129571578,0.06757643618994866,0.029164192264625178,1,0.065844812607369,0.02567166400750267,0.09822361546499478,0.04336468129571578,True,onset
0,0.10188087774294671,0.04493207941483804,0.07771108676714056,0.030906321058929397,0,0.10777940710005861,0.026095381174002192,0.10188087774294671,0.04493207941483804,True,onset
1,0.10083594566353186,0.045454545454545456,0.06551565476577606,0.027502423999540174,1,0.07078593464718147,0.02487899971674672,0.10083594566353186,0.045454545454545456,True,onset
0,0.10188087774294671,0.03918495297805643,0.06968243067008331,0.026168699080049485,0,0.07958287418997394,0.023662454635555625,0.10188087774294671,0.03918495297805643,True,onset
1,0.10397074190177638,0.04179728317659352,0.076831165903321,0.027966731752922275,1,0.0999062389693511,0.024490227487195742,0.10397074190177638,0.04179728317659352,True,onset
0,0.11285266457680251,0.03918495297805643,0.07722482228092768,0.024553170327337816,0,0.09099825172298157,0.026968974446872702,0.11285266457680251,0.03918495297805643,True,onset
1,0.0987460815047022,0.045454545454545456,0.06463016534578503,0.029413425849883157,1,0.07946627855466719,0.02702808330818099,0.0987460815047022,0.045454545454545456,True,onset
0,0.09299895506792058,0.044409613375130615,0.06717015155588062,0.02953888260249806,0,0.07035317445887904,0.02727249190469438,0.09299895506792058,0.044409613375130615,True,onset
1,0.10344827586206896,0.04597701149425287,0.07045869200404453,0.027423555756022365,1,0.0836755018129187,0.023960518230283213,0.10344827586206896,0.04597701149425287,True,onset
0,0.09979101358411703,0.05067920585161965,0.07118511357114225,0.034295634916699284,0,0.07318889103725501,0.03028273574773361,0.09979101358411703,0.05067920585161965,True,onset
1,0.10762800417972831,0.04179728317659352,0.07731762251227729,0.029064307081642187,1,0.09635870948469337,0.04732068253346832,0.10762800417972831,0.04179728317659352,True,onset
0,0.10344827586206896,0.04963427377220481,0.07310653133868339,0.033229665018100596,0,0.08886702690792753,0.026321752866893863,0.10344827586206896,0.04963427377220481,True,onset
1,0.10031347962382445,0.04597701149425287,0.06507809685948372,0.02577379675156372,1,0.06335308488374135,0.021835882985270887,0.10031347962382445,0.04597701149425287,True,onset
0,0.09665621734587251,0.047021943573667714,0.06475610109971591,0.024234555834824926,0,0.06779022963674457,0.020795658509332803,0.09665621734587251,0.047021943573667714,True,onset
1,0.0903866248693835,0.03970741901776385,0.06808506675316012,0.029017987857870357,1,0.07278873762364238,0.03718044863442093,0.0903866248693835,0.03970741901776385,True,onset
0,0.10397074190177638,0.042842215256008356,0.07518372417138822,0.02824858590669057,0,0.10624334820654405,0.04530792438395189,0.10397074190177638,0.042842215256008356,True,onset
1,0.09561128526645768,0.04597701149425287,0.06334674446411438,0.029679997670656513,1,0.07190040290236302,0.028577754855215475,0.09561128526645768,0.04597701149425287,True,onset
0,0.11024033437826541,0.03082549634273772,0.07597531748871489,0.019217556368765494,0,0.08251344389804229,0.016698615005726697,0.11024033437826541,0.03082549634273772,True,onset
1,0.10501567398119123,0.034482758620689655,0.0738240137056426,0.02373980508106997,1,0.0718623849867448,0.021202989844490705,0.10501567398119123,0.034482758620689655,True,onset
0,0.09404388714733543,0.03761755485893417,0.055941144063162036,0.023055107001962914,0,0.07447779415214385,0.03803751632697989,0.09404388714733543,0.03761755485893417,True,onset
1,0.08934169278996865,0.03918495297805643,0.06334068650609707,0.02540621875716827,1,0.07456180799655056,0.02295656598564705,0.08934169278996865,0.03918495297805643,True,onset
0,0.09926854754440961,0.03970741901776385,0.06842411939060898,0.024207347321520658,0,0.07595939019323411,0.020192302230986368,0.09926854754440961,0.03970741901776385,True,onset
1,0.09352142110762801,0.04075235109717868,0.06134941857883569,0.02252368325054716,1,0.07033543175308038,0.01930257024573576,0.09352142110762801,0.04075235109717868,True,onset
0,0.10188087774294671,0.04649947753396029,0.06795168453013611,0.028489257029614298,0,0.08174832074268305,0.025638736617879843,0.10188087774294671,0.04649947753396029,True,onset
1,0.09561128526645768,0.042842215256008356,0.06979593451716276,0.030775620287689688,1,0.08793272072988527,0.03127454898430311,0.09561128526645768,0.042842215256008356,True,onset
0,0.09299895506792058,0.03918495297805643,0.060453624651823114,0.025621562241180822,0,0.06549966836905949,0.028091105844288543,0.09299895506792058,0.03918495297805643,True,onset
1,0.10292580982236155,0.044409613375130615,0.0748802022966294,0.03067673864473412,1,0.09063706667106837,0.028875928978050493,0.10292580982236155,0.044409613375130615,True,onset
0,0.09926854754440961,0.03918495297805643,0.06883463477406339,0.024490825718147324,0,0.07924450377336746,0.02305761724042001,0.09926854754440961,0.03918495297805643,True,onset
1,0.10658307210031348,0.04754440961337513,0.06991866289606354,0.027401560658022156,1,0.06845598517394333,0.027371664469110366,0.10658307210031348,0.04754440961337513,True,onset
0,0.10553814002089865,0.041274817136886105,0.07495313263769528,0.026721164307842344,0,0.07083842985914782,0.03878367508087516,0.10553814002089865,0.041274817136886105,True,onset
1,0.10083594566353186,0.040229885057471264,0.07128233721522807,0.023153055031808648,1,0.09090308713328771,0.019433499216109772,0.10083594566353186,0.040229885057471264,True,onset
0,0.10606060606060606,0.0438871473354232,0.07421166088184317,0.02591163201717069,0,0.08355723749988563,0.025800071731205295,0.10606060606060606,0.0438871473354232,True,onset
1,0.09926854754440961,0.03605015673981191,0.06656683352523307,0.019959070624732865,1,0.0835331976525625,0.0249688457484607,0.09926854754440961,0.03605015673981191,True,onset
0,0.10188087774294671,0.03814002089864159,0.07064805383586865,0.025661671109883873,0,0.06736233970859934,0.02687355489481298,0.10188087774294671,0.03814002089864159,True,onset
1,0.09717868338557993,0.03814002089864159,0.06792882842797564,0.024364338818757346,1,0.06477709495718682,0.020098819364593772,0.09717868338557993,0.03814002089864159,True,onset
0,0.09665621734587251,0.040229885057471264,0.06504490446454517,0.025143004815846737,0,0.08628039446660084,0.02450293080431624,0.09665621734587251,0.040229885057471264,True,onset
1,0.09979101358411703,0.04231974921630094,0.0692169149888018,0.023811669606709312,1,0.08931372718938398,0.02080394936391382,0.09979101358411703,0.04231974921630094,True,onset
0,0.0987460815047022,0.04754440961337513,0.071878979891212,0.03352172898463682,0,0.08856133578200921,0.027345847819691526,0.0987460815047022,0.04754440961337513,True,onset
1,0.10553814002089865,0.055381400208986416,0.07095501123133022,0.03382836433699482,1,0.09120609429863243,0.03133259448045368,0.10553814002089865,0.055381400208986416,True,onset
0,0.0961337513061651,0.04179728317659352,0.06678880328978858,0.02598253473833948,0,0.06938433918431748,0.020110564992336297,0.0961337513061651,0.04179728317659352,True,onset
1,0.09926854754440961,0.03814002089864159,0.06560062414767281,0.023322962431151385,1,0.058980252480533464,0.02050008851621447,0.09926854754440961,0.03814002089864159,True,onset
0,0.10083594566353186,0.04075235109717868,0.06797757641906808,0.02475131172748576,0,0.07284128026864192,0.022405708857585003,0.10083594566353186,0.04075235109717868,True,onset
1,0.09456635318704285,0.038662486938349006,0.05994236110882239,0.022652051544472085,1,0.0539856371954507,0.017305976073851263,0.09456635318704285,0.038662486938349006,True,onset
0,0.09247648902821316,0.042842215256008356,0.06845685874877316,0.029735993767940797,0,0.11360681899114043,0.025224431479908698,0.09247648902821316,0.042842215256008356,True,onset
1,0.10344827586206896,0.04231974921630094,0.06923970629434713,0.023442977782756544,1,0.08616076689334363,0.02245240749300176,0.10344827586206896,0.04231974921630094,True,onset
0,0.09926854754440961,0.04075235109717868,0.07195952952914189,0.025265811360056366,0,0.07640278381549558,0.022240779847758557,0.09926854754440961,0.04075235109717868,True,onset
1,0.09404388714733543,0.050156739811912224,0.06474499292822761,0.029704663102525005,1,0.09608868221193365,0.03333730646485118,0.09404388714733543,0.050156739811912224,True,onset
0,0.10501567398119123,0.041274817136886105,0.07042378939623875,0.025463461426751335,0,0.08229910047876353,0.022157403347197006,0.10501567398119123,0.041274817136886105,True,onset
1,0.09143155694879833,0.048589341692789965,0.06221299419273988,0.0332179418471243,1,0.10290269559746823,0.028594618838289843,0.09143155694879833,0.048589341692789965,True,onset
0,0.10397074190177638,0.03970741901776385,0.06877737095470736,0.024446356926674833,0,0.06525461551803288,0.021613446557483273,0.10397074190177638,0.03970741901776385,True,onset
1,0.09508881922675026,0.0438871473354232,0.0646978045535925,0.02500475880452683,1,0.07794316539786045,0.019064442821486255,0.09508881922675026,0.0438871473354232,True,onset
0,0.09456635318704285,0.04179728317659352,0.06568927527953344,0.021677166944438865,0,0.07174747628230026,0.01966042944059281,0.09456635318704285,0.04179728317659352,True,onset
1,0.0987460815047022,0.03918495297805643,0.06864970462585623,0.02580077368922971,1,0.07289690911147331,0.022510855117166433,0.0987460815047022,0.03918495297805643,True,onset
0,0.09456635318704285,0.04597701149425287,0.06715063937238612,0.028685052502205415,0,0.0799290513794504,0.02345805136334591,0.09456635318704285,0.04597701149425287,True,onset
1,0.0903866248693835,0.038662486938349006,0.06411091368709229,0.023497100672211585,1,0.07214032462568853,0.01851756198536884,0.0903866248693835,0.038662486938349006,True,onset
0,0.09195402298850575,0.0438871473354232,0.06155239674227425,0.030681513768519367,0,0.05952494035165323,0.027290593980916746,0.09195402298850575,0.0438871473354232,True,onset
1,0.109717868338558,0.03918495297805643,0.07866284144319147,0.024909608693915314,1,0.08302696060847692,0.02287502807087511,0.109717868338558,0.03918495297805643,True,onset
0,0.09770114942528736,0.042842215256008356,0.06960938420342361,0.025524062937357154,0,0.09623363233218349,0.0210818843006311,0.09770114942528736,0.042842215256008356,True,onset
1,0.10344827586206896,0.040229885057471264,0.07258615172213022,0.028233111512644935,1,0.07973861113740942,0.02634683444422461,0.10344827586206896,0.040229885057471264,True,onset
0,0.10083594566353186,0.03918495297805643,0.06715565760891685,0.02292758027012778,0,0.08564654158406697,0.021078679639389596,0.10083594566353186,0.03918495297805643,True,onset
1,0.10292580982236155,0.047021943573667714,0.06865984092076102,0.026676340916652046,1,0.08582063571848439,0.022384510623476104,0.10292580982236155,0.047021943573667714,True,onset
0,0.10031347962382445,0.038662486938349006,0.06566983322390914,0.023758180435915672,0,0.06134976095266631,0.019742417361816453,0.10031347962382445,0.038662486938349006,True,onset
1,0.09299895506792058,0.04231974921630094,0.05961240258871769,0.02611246331119701,1,0.06985103814085843,0.03577099837583603,0.09299895506792058,0.04231974921630094,True,onset
0,0.10397074190177638,0.04911180773249739,0.07443031235982667,0.029283547629997544,0,0.08613911601755365,0.0225887953429307,0.10397074190177638,0.04911180773249739,True,onset
1,0.09665621734587251,0.047021943573667714,0.07167074509799042,0.02870425875436745,1,0.07845972837034192,0.02237299424446847,0.09665621734587251,0.047021943573667714,True,onset
0,0.10188087774294671,0.038662486938349006,0.07106105818198515,0.022727319181064458,0,0.07259743141486144,0.018930461664331714,0.10188087774294671,0.038662486938349006,True,onset
1,0.0961337513061651,0.03343782654127482,0.06693449857516856,0.022415169732700913,1,0.0680762388459144,0.020320494600903218,0.0961337513061651,0.03343782654127482,True,onset
0,0.08620689655172414,0.04075235109717868,0.05860510944014948,0.02537915795985891,0,0.054559410142832686,0.02076075402699512,0.08620689655172414,0.04075235109717868,True,onset
1,0.10397074190177638,0.03970741901776385,0.07606405007724497,0.026216017909339088,1,0.0847150016177316,0.0294130786385722,0.10397074190177638,0.03970741901776385,True,onset
0,0.1044932079414838,0.03918495297805643,0.06851052651679626,0.024007647811785163,0,0.07023690208662578,0.024645943163933818,0.1044932079414838,0.03918495297805643,True,onset
1,0.09979101358411703,0.04179728317659352,0.0684159651266466,0.024897479072022416,1,0.10004507264343432,0.02133579616333631,0.09979101358411703,0.04179728317659352,True,onset
0,0.10240334378265413,0.03343782654127482,0.0679825359428099,0.019455073298607465,0,0.08839263110112089,0.016965878014399655,0.10240334378265413,0.03343782654127482,True,onset
1,0.09143155694879833,0.04179728317659352,0.0646217466847745,0.029292367081376072,1,0.08335939651506215,0.025254990237744634,0.09143155694879833,0.04179728317659352,True,onset
0,0.08620689655172414,0.04075235109717868,0.056102602585144316,0.02430429366742777,0,0.056395422216373614,0.02300145256222018,0.08620689655172414,0.04075235109717868,True,onset
1,0.09926854754440961,0.04075235109717868,0.06256537121261985,0.028056400749261783,1,0.0670248245997925,0.05338915427025874,0.09926854754440961,0.04075235109717868,True,onset
0,0.09770114942528736,0.03970741901776385,0.06538415331561907,0.027426119161628827,0,0.07179690871907195,0.03006572931318867,0.09770114942528736,0.03970741901776385,True,onset
